statename,place,type,zri_up_st
IL,westville,village,-1.49743996067501
IL,wheaton,city,-0.61437941853558
IL,wheeling,village,0.656706818773507
IL,willowbrook,village,0.257754920166696
IL,wilmette,village,0.434783559939207
IL,woodstock,city,1.68769777356249
IL,zion,city,-0.600753256654485
IN,anderson,city,-1.57879803822497
IN,angola,city,0.39472390737656
IN,attica,city,-1.58152593509958
IN,auburn,city,-0.429185307350212
IN,avon,town,-0.0559370742721443
IN,brazil,city,-1.92700198527485
IN,bremen,town,-1.21223683473249
IN,brownsburg,town,1.08780674614446
IN,chandler,town,-1.51682210627058
IN,chesterton,town,-1.20334429012838
IN,crawfordsville,city,-0.0680842513801993
IN,cumberland,town,0.230540665617549
IN,danville,town,0.412500110684018
IN,decatur,city,-0.682297870005565
IN,dyer,town,0.944381026164621
IN,evansville,city,-1.32819546440089
IN,fortwayne,city,0.331241455627454
IN,frankfort,city,-1.53010527658415
IN,franklin,city,-0.106963513802765
IN,greendale,city,-1.68312493197871
IN,greenfield,city,-1.36463519649674
IN,hobart,city,-0.886545281579889
IN,huntingburg,city,-1.72257534893115
IN,indianapolis,city,0.0864589611128947
IN,kokomo,city,-0.851285886431167
IN,martinsville,city,-1.6341417703719
IN,mishawaka,city,-1.83113433984753
IN,mountvernon,city,-0.627527043031647
IN,nappanee,city,-2.29992957070431
IN,newalbany,city,0.34821243005251
IN,newcastle,city,-1.94141399469487
IN,noblesville,city,0.42798765394264
IN,northmanchester,town,-0.407768356674552
IN,plainfield,town,0.331109315815855
IN,portage,city,-0.402510620449959
IN,rensselaer,city,-1.17264215187153
IN,richmond,city,-2.28455462843001
IN,shelbyville,city,-0.711301658959808
IN,southbend,city,-0.921349587353662
IN,westfield,town,0.0321621830938641
IN,westlafayette,city,0.111689407361129
IN,whiting,city,-0.763100874681332
KS,abilene,city,-0.0607943063220925
KS,andover,city,1.44469506271228
KS,arkansas,city,0.304468774850463
KS,augusta,city,-0.0336060074819048
KS,concordia,city,-0.729644178953057
KS,derby,city,0.18844330869081
KS,emporia,city,-0.0701284848173533
KS,fairway,city,0.00409314879676248
KS,garden,city,0.0603313269320595
KS,goodland,city,-0.560247267880248
KS,hugoton,city,-0.0326786151421478
KS,iola,city,0.167676885714905
KS,lansing,city,0.445936467682105
KS,larned,city,-0.857139343434099
KS,lawrence,city,2.02708405918853
KS,leavenworth,city,-0.0810243934126061
KS,leawood,city,-1.27535312262853
KS,lindsborg,city,-0.267920533507728
KS,louisburg,city,-0.817833560301154
KS,lyons,city,-0.541202994883352
KS,manhattan,city,-0.458795721534524
KS,marysville,city,-0.255346896476245
KS,mcpherson,city,0.794900341446074
KS,merriam,city,-0.609728539516025
KS,mission,city,-0.88651263485578
KS,newton,city,-0.174299828297138
KS,olathe,city,0.928961032603096
KS,ottawa,city,0.316038272039564
KS,park,city,0.782617661348909
KS,pittsburg,city,-0.344674616224653
KS,prairie,city,-0.769176546423219
KS,roelandpark,city,-0.662598514642888
KS,rosehill,city,-1.05263249018554
KS,sterling,city,0.104539452215169
KS,tonganoxie,city,-0.134392768759236
KS,topeka,city,0.00267942493559813
KS,valleycenter,city,-0.126845455033304
KS,wellington,city,0.195416421893596
KY,bowlinggreen,city,1.32879209370875
KY,campbellsville,city,-1.7266434921245
KY,columbia,city,-0.604473397274833
KY,crestviewhills,city,-0.25128500413417
KY,dayton,city,-1.21797100154866
KY,edgewood,city,-0.1254954771575
KY,elizabethtown,city,-0.360079069168665
KY,elsmere,city,-1.25938471293259
KY,erlanger,city,-0.249195009860291
KY,fortwright,city,-0.594470461204986
KY,henderson,city,-0.495154402632121
KY,highlandheights,city,-1.25920900937013
KY,hillview,city,-1.21746743719367
KY,lebanon,city,-0.257211888166338
KY,madisonville,city,-1.62319455902964
KY,mayfield,city,-1.6616876918163
KY,mountsterling,city,-0.920086032505421
KY,murray,city,-0.374302927373055
KY,nicholasville,city,0.386221310832043
KY,paducah,city,-0.786703211054873
KY,russellville,city,-1.65480747897082
KY,shepherdsville,city,-1.21746743719367
KY,williamstown,city,-0.434251774434486
KY,wilmore,city,-1.2549874187438
LA,alexandria,city,0.635671094497441
LA,amite,town,-0.886303235055899
LA,arcadia,town,-1.59098300016699
LA,bastrop,city,-0.394485097137825
LA,crowley,city,-1.66525768568531
LA,eunice,city,-1.73491732174083
LA,gonzales,city,0.964530005683255
LA,jonesboro,town,-1.30878267157672
LA,kenner,city,-0.996378002701715
LA,lakecharles,city,1.20188621101365
LA,monroe,city,-0.488919676370178
LA,plaquemine,town,-1.59087236803557
LA,rayne,city,-1.06263558246845
LA,slidell,city,0.504970323022649
LA,westlake,city,-0.981307234305908
LA,westmonroe,city,-0.557775601340672
LA,zachary,city,1.53904309288937
MA,acton,town,1.3441983685323
MA,adams,town,-0.304812595441346
MA,agawam,town,0.675825206388004
MA,andover,town,0.406143006296652
MA,arlington,town,-0.287367191869841
MA,barnstable,city,3.07979531157868
MA,barre,town,-0.157464702536381
MA,belmont,town,0.0807035522315362
MA,beverly,city,1.96822105624955
MA,boston,city,-0.222731342130638
MA,burlington,town,1.1756115409001
MA,cambridge,city,0.809572075348292
MA,charlton,town,0.290154436076487
MA,chelmsford,town,0.259199258897034
MA,chelsea,city,0.0389678026423786
MA,chicopee,city,-0.024153609324922
MA,concord,town,0.766017935324486
MA,dedham,town,-0.160435247833786
MA,easthampton,city,0.790771203588172
MA,eastlongmeadow,town,0.322121740479546
MA,fairhaven,town,0.460510470838406
MA,falmouth,town,0.627408109173382
MA,foxborough,town,0.249972082395539
MA,gloucester,city,1.15631057876658
MA,greenfield,city,0.566302274624506
MA,hamilton,town,1.33064674850016
MA,harwich,town,1.35980080324031
MA,hingham,town,-0.0149247904757722
MA,holliston,town,0.35570832940542
MA,holyoke,city,1.05906606483829
MA,hopkinton,town,1.29618664521879
MA,hudson,town,0.103294595634037
MA,ipswich,town,0.815396224406001
MA,lexington,town,0.415175485574545
MA,marshfield,town,-0.554931704128777
MA,mashpee,town,0.56302132952847
MA,maynard,town,0.562625492071933
MA,medfield,town,-0.235570741113151
MA,medford,city,-0.429764580414726
MA,milford,town,-1.13427799170824
MA,monson,town,-0.995852371426493
MA,nantucket,town,1.202069594418
MA,needham,town,0.238471436974799
MA,newbedford,city,-0.794397274076975
MA,oakbluffs,town,1.12759530586868
MA,palmer,town,0.424439312563539
MA,peabody,city,0.000170068957234933
MA,quincy,city,0.120169042837831
MA,reading,town,0.629599006914979
MA,seekonk,city,-0.731245827885812
MA,southborough,town,0.641004137524193
MA,southbridge,town,1.18773969156277
MA,southhadley,town,0.59716893748077
MA,springfield,city,-0.417592084860109
MA,sunderland,town,-0.185488247335844
MA,sutton,town,0.823236567163808
MA,swampscott,town,-0.103048642201939
MA,topsfield,town,-0.392905209794774
MA,watertown,town,0.442177759370676
MA,webster,town,-0.988395076330338
MA,wellesley,town,0.729958505784816
MA,westfield,city,0.556562374584843
MA,westminster,town,0.309646352945926
MA,westspringfield,city,-1.04612465350705
MA,weymouth,town,-0.724690053271709
MA,williamstown,town,-0.34484796929829
MA,wilmington,town,0.680813492353248
MA,winchendon,town,-0.743992439571579
MD,baltimore,city,0.693633711421038
MD,belair,town,-0.667286802515379
MD,bowie,city,1.46879847223913
MD,brentwood,town,1.3685009953524
MD,chestertown,town,0.438737181187588
MD,easton,town,1.64736641667738
MD,elkton,town,-0.0821514670974866
MD,forestheights,town,1.3685009953524
MD,greenbelt,city,1.37070360710382
MD,hagerstown,city,-0.68124515299877
MD,hampstead,town,-0.333804808100414
MD,indianhead,town,0.965859355536525
MD,laurel,city,0.581701127995363
MD,mountairy,town,0.389638901081007
MD,northeast,town,-0.675621702184071
MD,perryville,town,0.591277705365064
MD,sykesville,town,-0.9434805739615
MD,takomapark,city,2.19035772128065
MD,westminster,city,0.486813367196507
ME,auburn,city,-0.456243115624341
ME,barharbor,town,1.73024499914848
ME,berwick,town,0.943409005565944
ME,biddeford,city,0.208408963348587
ME,buxton,town,0.379151959697289
ME,capeelizabeth,town,0.930599709927627
ME,caribou,city,-0.439159433694558
ME,dexter,town,-1.5267605098338
ME,eliot,town,1.87140938803482
ME,ellsworth,city,0.37805155960102
ME,fairfield,town,0.0932804611142978
ME,farmington,town,0.354372389303467
ME,freeport,town,1.66110941819018
ME,fryeburg,town,-0.634688732696739
ME,glenburn,town,-0.626644234151603
ME,gray,town,0.466975807894975
ME,hampden,town,0.209692651735649
ME,harpswell,town,0.583935118434037
ME,holden,town,1.35716294769026
ME,kennebunk,town,1.34632816518051
ME,lewiston,city,0.193024850696017
ME,lisbon,town,-1.00183983052912
ME,madawaska,town,-0.683810712704535
ME,newgloucester,town,0.193983077585473
ME,newport,town,-1.11081952814621
ME,old,city,0.0460651889020695
ME,portland,city,1.17035943799259
ME,rockland,city,0.112637521161342
ME,rockport,town,-0.31004958965349
ME,saco,city,1.30450319935697
ME,sanford,city,0.0872065680032865
ME,thomaston,town,-0.703754861980561
ME,topsham,town,0.878242271182631
ME,vassalboro,town,-1.02643488522373
ME,waldoboro,town,-0.252637799000853
ME,westbrook,city,1.38598618611237
ME,york,town,1.17018691197723
MI,algonac,city,-0.363748156052154
MI,allegan,city,1.07928821026339
MI,alpine,township,-1.07403008203693
MI,annarbor,city,1.03386207565557
MI,berkley,city,-1.2646305633599
MI,beverlyhills,village,-0.392199210182248
MI,bigrapids,city,-0.601121695277267
MI,birmingham,city,0.522883958307592
MI,blissfield,village,0.415423987390934
MI,brandon,township,0.288485113532208
MI,brighton,township,0.227539148501847
MI,buchanan,city,-0.926534851131636
MI,cascade,town,-1.44496542487721
MI,cass,village,-0.552188790338696
MI,clare,city,-0.48463470806404
MI,coldwater,city,-0.0570285362865185
MI,corunna,city,-0.482504868920418
MI,delta,township,-0.354148819946269
MI,detroit,city,-0.102244953785782
MI,dowagiac,city,-0.041230851545093
MI,durand,city,-0.691447972860462
MI,eastlansing,city,0.441758304483151
MI,eastpointe,city,0.400817735389925
MI,farmingtonhills,city,0.496872966998936
MI,ferrysburg,city,-0.457381202973062
MI,fowlerville,village,-0.809866771551958
MI,frankenmuth,city,-0.414783232920397
MI,genoa,township,0.676846081417222
MI,grandblanccity,city,0.0868407498058541
MI,grandblanctownship,township,0.317470276975769
MI,grandledge,city,-1.18047244948464
MI,grandville,city,-0.876448161736234
MI,greenoak,town,0.20409037666811
MI,grosseile,township,1.04780138757934
MI,grossepointe,city,-0.609637894383717
MI,grossepointewoods,city,-0.885679334610483
MI,hamtramck,city,-1.80644915469386
MI,harperwoods,city,-0.518946695872754
MI,hastings,city,0.291639164073384
MI,hazelpark,city,-1.46871947014497
MI,holland,city,0.700219879883194
MI,holly,village,-0.10625573570066
MI,howell,city,0.957769450536023
MI,hudsonville,city,-0.467595598791746
MI,huntingtonwoods,city,0.326471600135907
MI,ionia,city,0.269128432060629
MI,keegoharbor,city,0.282810122649347
MI,kentwood,city,0.529886127011927
MI,lansing,city,-0.871420273296614
MI,linden,city,0.0610229979641432
MI,livonia,city,0.145244563790002
MI,lowell,city,-0.712482057205114
MI,manistee,city,0.0792683598312009
MI,marquettetownship,township,0.180056576333183
MI,marshall,city,-0.589816386467309
MI,meridian,township,0.901244476857732
MI,midland,city,-0.672070005677686
MI,milan,city,0.455414708425989
MI,mountclemens,city,-1.35373204889443
MI,mountpleasant,city,0.682259873382947
MI,muskegonheights,city,0.465514786248578
MI,northville,city,0.733903657837545
MI,northvilletownship,township,-0.286463849841453
MI,oakland,township,0.176118489986422
MI,owosso,city,0.317578713789992
MI,oxfordtownship,township,-0.524465077876122
MI,plainfieldtownship,township,-0.133803117881054
MI,plymouthtownship,township,0.664415449244332
MI,porthuron,city,-1.40814895248183
MI,portland,city,-0.225765795436273
MI,richmond,city,-0.825574109496335
MI,rochesterhills,city,-0.471330644082165
MI,romulus,city,-0.198448714190377
MI,roseville,city,-0.487477249778201
MI,royaloak,city,-1.19191003114822
MI,saginawcity,city,0.301209866100178
MI,saginawtownship,township,-0.465489933720225
MI,saline,city,1.13011787868813
MI,sandusky,city,-0.712181806322348
MI,saultsaintemarie,city,0.548029485977194
MI,southfield,city,0.463423405970509
MI,southgate,city,0.387415886659919
MI,southhaven,city,-0.600560709128269
MI,southlyon,city,-0.00595714790237626
MI,springfield,city,-0.0146739889440189
MI,springlake,village,-1.56441823253212
MI,stclairshores,city,-0.625736302263547
MI,sterlingheights,city,-0.476375526915916
MI,swartzcreek,city,0.452254524866551
MI,taylor,city,0.729796690751931
MI,threerivers,city,-1.1952681674322
MI,traverse,city,1.09491127119879
MI,trenton,city,-0.29040584389823
MI,troy,city,-0.371558345892285
MI,uniontownship,township,-0.843919377805432
MI,utica,city,-0.815438096986946
MI,vassar,city,-0.562879095776128
MI,walker,city,0.248349295093218
MI,warren,city,-0.880310555317946
MI,waterford,township,0.451508703248905
MI,wixom,city,0.293587415369738
MI,wyoming,city,0.11407527887047
MI,ypsilanti,township,-0.302497564439715
MN,albertville,city,-0.330455839003816
MN,andover,city,1.14960289250047
MN,anoka,city,0.186024310211531
MN,applevalley,city,1.14315766525182
MN,becker,city,-0.921321210283982
MN,bloomington,city,1.93991735566834
MN,blueearth,city,-0.0498903280457928
MN,brainerd,city,-0.563189992290237
MN,brooklynpark,city,0.560282611455309
MN,burnsville,city,0.262981156121048
MN,centerville,city,0.238363786406867
MN,champlin,city,-0.14200319023484
MN,chanhassen,city,-0.766577506424426
MN,chisago,city,0.406651394960022
MN,chisholm,city,-1.51182096036085
MN,cloquet,city,0.784505488004499
MN,cokato,city,-0.123302018056216
MN,cologne,city,0.173684004000053
MN,columbiaheights,city,-0.588824528216105
MN,corcoran,city,0.397445856913556
MN,cottagegrove,city,-0.440135210487869
MN,dayton,city,1.87787538950564
MN,delano,city,1.09080423538055
MN,eagan,city,0.384274039449333
MN,eastbethel,city,-0.19778024711839
MN,eastgrandforks,city,-1.68075425672907
MN,edenprairie,city,0.3251016415639
MN,elkonewmarket,city,-0.583580075197122
MN,elkriver,city,1.46471478952058
MN,fairmont,city,-0.462202995681786
MN,falconheights,city,-0.292153174984452
MN,fergusfalls,city,0.210963349359174
MN,forestlake,city,0.95381285291542
MN,fridley,city,-0.379359425624734
MN,goldenvalley,city,-0.155733873743222
MN,granitefalls,city,-1.28753878488725
MN,hamlake,city,-1.46538391242822
MN,hastings,city,-0.876352159207412
MN,hutchinson,city,-0.0352758072812259
MN,internationalfalls,city,-0.972525483787005
MN,invergroveheights,city,0.721721908318877
MN,lakeelmo,city,0.879475117232525
MN,lakestcroixbeach,city,0.578850875360679
MN,lakeville,city,1.14009183196306
MN,littlecanada,city,-0.41506076177378
MN,littlefalls,city,-1.42729711404351
MN,longlake,city,0.041695603583839
MN,loretto,city,-0.859418474261675
MN,maplegrove,city,0.351424562895715
MN,mayer,city,0.274183322932258
MN,minneapolis,city,0.919084417381622
MN,minnetonka,city,0.0761692315546861
MN,minnetrista,city,-1.12007708927992
MN,monticello,city,1.10968066498962
MN,mora,city,-0.516811621772756
MN,moundsview,city,-0.236187823382106
MN,newbrighton,city,-0.427633403138661
MN,newgermany,city,0.0308275079217825
MN,newhope,city,-0.341210383609669
MN,newmarket,township,0.872970056472805
MN,newprague,city,-0.501366066974915
MN,northbranch,city,-0.362368348208642
MN,northfield,city,0.416415749823812
MN,northmankato,city,-0.123832298760082
MN,oakgrove,city,-1.07682868597111
MN,olivia,city,-0.949668484392699
MN,orono,city,1.55482007683535
MN,osseo,city,-0.377235652050215
MN,otsego,city,0.977627443060838
MN,parkrapids,city,0.31269490953216
MN,perham,city,-0.446746139600262
MN,pipestone,city,-1.13387751174062
MN,princeton,city,0.348843655334946
MN,priorlake,city,0.774640416318268
MN,proctor,city,0.350644792382661
MN,ramsey,city,0.74325607665086
MN,redwing,city,-0.142726012068207
MN,redwoodfalls,city,-0.026120174399505
MN,robbinsdale,city,-0.908077170688374
MN,rockford,city,1.11173199671868
MN,rosemount,city,0.691891219700538
MN,roseville,city,-0.421331547667385
MN,saukrapids,city,0.154962522601459
MN,savage,city,-0.838954560418464
MN,shakopee,city,-0.455624778920244
MN,shoreview,city,0.730842425692078
MN,sleepyeye,city,-1.78275000637256
MN,springvalley,city,-1.15188781487236
MN,stanthonycity,city,0.155613782205871
MN,staugusta,city,0.131946181443909
MN,stcloud,city,0.792595314601598
MN,stpaul,city,1.01547543520511
MN,stpaulpark,city,-0.541406538427205
MN,thiefriverfalls,city,-0.582843236874117
MN,vadnaisheights,city,-0.085873895628352
MN,wabasha,city,0.496283050958743
MN,wadena,city,-1.14343668865823
MN,waseca,city,0.172864140124787
MN,wayzata,city,0.965787846694467
MN,whitebear,township,-0.555649579462751
MN,whitebearlake,city,0.510197832922834
MN,willmar,city,-0.254098793290969
MN,woodbury,city,1.18110665517964
MN,wyoming,township,0.299886099025104
MN,zumbrota,city,-1.24924745940176
MO,ballwin,city,0.0107506572101331
MO,bethany,city,-2.04990085585024
MO,bluesprings,city,0.184705363745383
MO,boonville,city,-0.456199752515002
MO,brentwood,city,0.491281248151871
MO,buckner,city,-1.32713090371409
MO,butler,city,0.185342456890936
MO,cameron,city,-1.73551584389221
MO,capegirardeau,city,1.15943653806698
MO,carljunction,city,-0.865248577900118
MO,centralia,city,-0.595036097104901
MO,clayton,city,-0.237635081589522
MO,columbia,city,-0.0639127342945417
MO,excelsiorsprings,city,-0.329256265656929
MO,fenton,city,-0.381961434374693
MO,florissant,city,-0.910434510153601
MO,fulton,city,-0.729874199619315
MO,gladstone,city,-0.738579518987044
MO,glendale,city,-0.906352681366865
MO,grainvalley,city,-0.191261429487667
MO,grandview,city,-0.330246164672836
MO,harrisonville,city,-0.60557890450827
MO,independence,city,0.492694144331815
MO,jefferson,city,0.626722527634865
MO,kansas,city,1.96157290835903
MO,kennett,city,-0.795576793407528
MO,kirkwood,city,-0.260857833430064
MO,lamar,city,-0.786495538342832
MO,lebanon,city,-0.491896998871132
MO,lexington,city,-1.04458278742691
MO,liberty,city,-0.0102442367116899
MO,manchester,city,-1.30339247592855
MO,maplewood,city,-0.741723027717925
MO,marshall,city,-1.63388542396754
MO,marylandheights,city,-0.134087569606034
MO,maryville,city,0.231457229407738
MO,nixa,city,-0.921057444561497
MO,odessa,city,0.236531639624974
MO,ofallon,city,0.591018330761308
MO,olivette,city,0.771247311167421
MO,ozark,city,0.0742182030154735
MO,palmyra,city,-1.3980756650537
MO,peculiar,city,-1.68460394580766
MO,perryville,city,-1.60721506901533
MO,pinelawn,city,-1.36694159968689
MO,pleasanthill,city,-0.772068750411222
MO,poplarbluff,city,-0.527971992550531
MO,republic,city,0.320520837547006
MO,richmond,city,-0.740605979485869
MO,richmondheights,municipality,-0.669467823259834
MO,riverside,city,0.350694655672397
MO,rolla,city,0.00856415720925975
MO,saintegenevieve,city,-0.412203270516295
MO,stcharles,city,1.48503762439719
MO,stjames,city,-1.23311366782263
MO,stjoseph,city,-0.558416683360869
MO,stlouis,city,-0.377922482481353
MO,townandcountry,city,0.0950558867108896
MO,warrensburg,city,-0.393872110887809
MO,warrenton,city,-1.50370062697107
MO,washington,city,-1.23136646757043
MO,webb,city,-1.58176988010955
MO,webstergroves,city,-0.947655851248947
MO,wentzville,city,-1.19712181028007
MS,biloxi,city,1.5141785173014
MS,canton,city,-1.61806190476788
MS,cleveland,city,-0.240333515991001
MS,clinton,city,0.199185717223382
MS,greenwood,city,-0.106953081356181
MS,gulfport,city,0.817554233450318
MS,hornlake,city,1.06763954778583
MS,jackson,city,0.317909720505193
MS,laurel,city,-0.748629542225597
MS,meridian,city,-0.235229470409934
MS,mosspoint,city,-0.643518968427424
MS,newalbany,city,-0.360080477483788
MS,oxford,city,-0.220414544921771
MS,philadelphia,city,-2.01263158940205
MS,picayune,city,-0.00395664045582798
MS,poplarville,city,-0.665673394887855
MS,tupelo,city,1.51853555305432
MT,billings,city,0.476416646253559
MT,bozeman,city,0.996804591892212
MT,greatfalls,city,0.390328277777909
MT,havre,city,-1.27910670255835
MT,lewistown,city,-0.295968036494943
MT,shelby,city,-1.38944667517618
NC,aberdeen,town,-0.387675477347115
NC,albemarle,city,-1.46843335646827
NC,angier,town,0.0316542853052875
NC,apex,town,1.05895489181676
NC,asheville,city,0.537633433528277
NC,bessemer,city,0.387511556336601
NC,blackmountain,town,1.67749037151303
NC,boilingspringlakes,city,0.0773609843471174
NC,burlington,city,-0.0731505320486382
NC,carrboro,town,0.0575831716333495
NC,charlotte,city,1.58005535247873
NC,dallas,town,-0.418795053059014
NC,davidson,town,1.48106516012496
NC,durham,city,1.17322349578526
NC,eden,city,0.000972024716607334
NC,edenton,town,-0.336641855504673
NC,elizabethtown,town,-0.568942531062042
NC,elkin,town,-0.110303249814674
NC,fairmont,town,-1.54073084807384
NC,fayetteville,city,0.168817769052192
NC,fuquayvarina,town,-0.168482133878502
NC,goldsboro,city,0.841985712249269
NC,greensboro,city,0.871537175671674
NC,hamlet,city,-0.205699056056512
NC,hickory,city,1.30070031512067
NC,highpoint,city,0.498785634377536
NC,hudson,town,-1.11186407432486
NC,kernersville,town,0.973708663964058
NC,laurinburg,city,0.220827167713584
NC,lillington,town,1.0179684197375
NC,lincolnton,city,-0.231631580693795
NC,marion,city,-0.102192086803166
NC,matthews,town,0.785685866424675
NC,mebane,town,1.07270122833867
NC,morehead,city,-0.585925198831872
NC,mountairy,city,-0.381157959373277
NC,newton,city,-0.663404811631625
NC,oakisland,town,0.535035521000928
NC,raleigh,city,1.62917808460093
NC,randleman,city,-0.810204685728726
NC,redsprings,town,-0.946109404832397
NC,rockymount,city,-0.390601330168716
NC,salisbury,city,0.829491511849048
NC,sanford,city,0.0403898572808511
NC,spindale,town,-0.861431200437492
NC,statesville,city,0.257249839092032
NC,trinity,city,-1.28571118511001
NC,valdese,town,-0.931888853089715
NC,wadesboro,town,-1.76594075497621
NC,wakeforest,town,0.910766823717002
NC,wallace,town,-0.545929173021096
NC,washington,city,0.255241575436322
NC,weddington,town,-0.339617374721117
NC,wendell,town,0.774961484049709
NC,whiteville,city,-1.02902476103757
NC,wilkesboro,town,0.0427339671440466
NC,williamston,town,-1.48089193865139
NC,wilmington,city,0.961681984093347
NC,winstonsalem,city,2.2387329586308
NC,winterville,town,-1.44105395750728
NC,wrightsvillebeach,town,-1.41617656074174
ND,beulah,city,0.0169480926377371
ND,bismarck,city,0.460472748587523
ND,devilslake,city,-0.0245416577133783
ND,dickinson,city,0.941267481833353
ND,fargo,city,0.618699936607241
ND,mandan,city,0.405349929466428
ND,minot,city,0.147687282775648
ND,williston,city,0.099424240296919
NE,alliance,city,-1.27438857518728
NE,beatrice,city,0.113076339906682
NE,blair,city,-0.600371007656275
NE,chadron,city,0.44108512035433
NE,cozad,city,-1.25355088152114
NE,crete,city,-2.11869388206222
NE,fairbury,city,-0.430761512425478
NE,gothenburg,city,-0.474119357659345
NE,kearney,city,0.489703884372906
NE,lavista,city,0.592860950077725
NE,lincoln,city,1.41853478614447
NE,mccook,city,-0.665775762369248
NE,minden,city,-1.26473009656757
NE,nebraska,city,0.53162181982122
NE,omaha,city,1.63449948336908
NE,plattsmouth,city,-0.934091792047717
NE,seward,city,0.597391741988816
NE,sidney,city,0.285628105516424
NE,wahoo,city,0.523492393703158
NH,atkinson,town,0.844458704436925
NH,bedford,town,0.1800755702261
NH,bow,town,-0.0177094181447486
NH,candia,town,0.0631822952174062
NH,dover,city,-0.309806018689817
NH,exeter,town,1.54353806870067
NH,farmington,town,0.469042576614131
NH,hanover,town,1.66232654767849
NH,hollis,town,-0.407583852405411
NH,hudson,town,0.735862031563415
NH,londonderry,town,1.21040468718155
NH,milton,town,-0.256441608835642
NH,nashua,city,1.28774515512852
NH,pelham,town,0.881472071561036
NH,peterborough,town,1.38900139830984
NH,plaistow,town,1.27155393436993
NH,portsmouth,municipality,1.64678216346624
NH,salem,town,0.734027490479594
NH,seabrook,town,0.149905435596968
NH,stratham,town,0.579390080649984
NJ,aberdeen,township,1.0880616559275
NJ,absecon,city,0.952456678585968
NJ,allendale,borough,0.634226851486788
NJ,andover,township,0.120765835424387
NJ,asburypark,city,2.02142351310814
NJ,atlantic,city,-0.533377820289334
NJ,audubon,borough,0.121014111109527
NJ,beverly,city,-0.968192202293359
NJ,brielle,borough,-0.34731051170843
NJ,brigantine,city,1.24678490785403
NJ,cedargrove,township,1.35225723185786
NJ,chatham,borough,-0.136394927815971
NJ,closter,borough,0.417269411468162
NJ,collingswood,borough,0.344148583903902
NJ,dennis,township,-0.603180760632073
NJ,deptford,township,0.757855484224819
NJ,eastbrunswick,township,0.104292308139586
NJ,eastgreenwich,township,1.58625901702481
NJ,eastorange,city,0.446223520319171
NJ,edgewater,borough,0.972244793435001
NJ,edison,town,0.992658438981158
NJ,elizabeth,city,0.628601898966918
NJ,englewoodcliffs,borough,-0.317580137680212
NJ,flemington,borough,0.56531789544902
NJ,florence,township,0.183095694674312
NJ,florhampark,borough,-0.0800662156919582
NJ,franklinborough,borough,1.05578244124218
NJ,freehold,township,1.67043525095498
NJ,glenridge,city,-0.0531764816045477
NJ,guttenberg,town,0.190276362313776
NJ,hamiltontownship,township,0.723263569324361
NJ,hammonton,town,1.98408966224083
NJ,harding,township,0.14397693763151
NJ,harringtonpark,borough,0.875843744265846
NJ,hillsdale,borough,0.187616281388847
NJ,hohokus,borough,0.461027335837361
NJ,holmdel,township,0.426073905323049
NJ,hopewelltownship,township,1.25810508986742
NJ,irvington,town,-0.248852718229085
NJ,jackson,township,1.32462195753303
NJ,jersey,city,0.325405073051916
NJ,kearny,town,-0.541508731928433
NJ,kenilworth,borough,0.825977461074244
NJ,lakewood,township,0.576867715183504
NJ,lambertville,city,0.56928747703658
NJ,lawrencetownship,township,2.9943851346294
NJ,lindenwold,borough,-0.416083861427892
NJ,littleeggharbor,township,1.25637403855571
NJ,longbranch,city,0.927806890823696
NJ,lyndhurst,township,-0.380614945867223
NJ,madison,borough,1.02518385638652
NJ,manasquan,borough,0.295105414653802
NJ,merchantville,borough,-0.357285230655407
NJ,millburn,township,-0.280197478968274
NJ,millville,city,0.82213186064207
NJ,nationalpark,borough,-2.3684470973903
NJ,neptune,township,0.696542637020505
NJ,newark,city,-0.703792359434154
NJ,northbrunswick,township,0.00988221136693124
NJ,norwood,borough,0.841170033789526
NJ,oceanport,borough,0.306609599513085
NJ,oldbridge,township,2.11691130718014
NJ,oldtappan,borough,1.5400879367097
NJ,oradell,borough,-0.520636857528762
NJ,orange,township,0.348744280146847
NJ,parkridge,borough,0.238052457068211
NJ,passaic,city,-0.226363817353114
NJ,paterson,city,1.18741764972311
NJ,pennsgrove,borough,-0.242229682587004
NJ,pequannock,township,-0.0219704007560467
NJ,pinehill,borough,-0.100798121076205
NJ,plainfield,city,-0.0625741170276316
NJ,plainsboro,township,1.45659886121995
NJ,pleasantville,city,-0.929863075472344
NJ,princeton,municipality,0.778097990371911
NJ,raritan,township,1.26000294340889
NJ,ridgewood,village,0.490858562262012
NJ,rivervale,township,-0.162323610671507
NJ,rochellepark,township,0.295533359517146
NJ,rutherford,borough,1.14961682906105
NJ,shrewsbury,borough,0.702226694288641
NJ,southboundbrook,borough,-0.055520635151103
NJ,southbrunswick,township,0.777483762488775
NJ,southriver,borough,0.510874278021197
NJ,sparta,township,0.987245247587749
NJ,springfieldtownship,township,0.624741475057002
NJ,springlake,borough,-1.78749615025459
NJ,stratford,borough,0.852660535886828
NJ,trenton,city,-0.718069940229183
NJ,unioncity,city,-0.50106840551265
NJ,vernon,township,1.38116164765079
NJ,verona,township,1.133934838203
NJ,vineland,city,0.753614969789701
NJ,waldwick,borough,-0.101744242309379
NJ,wall,township,0.431811801482221
NJ,washingtontownship,township,2.33414963295271
NJ,waterford,township,0.669359188988588
NJ,westampton,township,-0.446452526812739
NJ,westmilford,township,0.27549846630562
